-182.583, 63.507, 3.177,  7.606
-182.579, 63.401, 3.187,  7.639
-182.575, 63.295, 3.198,  7.672
-182.571, 63.188, 3.209,  7.705
-182.567, 63.081, 3.219,  7.738
-182.563, 62.973, 3.230,  7.771
-182.559, 62.865, 3.241,  7.804
-182.555, 62.757, 3.251,  7.837
-182.551, 62.648, 3.262,  7.870
-182.547, 62.539, 3.273,  7.903
-182.543, 62.430, 3.284,  7.936
-182.539, 62.320, 3.295,  7.969
-182.535, 62.210, 3.306,  8.002
-182.532, 62.100, 3.317,  8.035
-182.528, 61.989, 3.328,  8.068
-182.524, 61.878, 3.339,  8.101
-182.520, 61.767, 3.350,  8.134
-182.517, 61.655, 3.361,  8.167
-182.513, 61.542, 3.372,  8.200
-182.509, 61.430, 3.383,  8.233
-182.505, 61.317, 3.395,  8.266
-182.502, 61.203, 3.406,  8.299
-182.498, 61.090, 3.417,  8.332
-182.494, 60.976, 3.428,  8.365
-182.491, 60.861, 3.440,  8.398
-182.487, 60.746, 3.451,  8.431
-182.484, 60.631, 3.463,  8.464
-182.480, 60.515, 3.474,  8.497
-182.477, 60.399, 3.486,  8.530
-182.473, 60.283, 3.497,  8.563
-182.470, 60.166, 3.509,  8.596
-182.466, 60.049, 3.521,  8.629
-182.463, 59.931, 3.532,  8.662
-182.459, 59.813, 3.544,  8.695
-182.456, 59.695, 3.556,  8.728
-182.452, 59.576, 3.568,  8.761
-182.449, 59.457, 3.580,  8.794
-182.445, 59.337, 3.592,  8.827
-182.442, 59.217, 3.604,  8.860
-182.439, 59.097, 3.616,  8.893
-182.435, 58.976, 3.628,  8.926
-182.432, 58.855, 3.640,  8.959
-182.429, 58.733, 3.652,  8.992
-182.425, 58.611, 3.664,  9.025
-182.422, 58.489, 3.677,  9.058
-182.419, 58.366, 3.689,  9.091
-182.415, 58.243, 3.701,  9.124
-182.412, 58.119, 3.713,  9.157
-182.409, 57.995, 3.725,  9.190
-182.406, 57.871, 3.738,  9.223
-182.403, 57.746, 3.750,  9.256
-182.399, 57.620, 3.763,  9.289
-182.396, 57.495, 3.775,  9.322
-182.393, 57.369, 3.788,  9.355
-182.390, 57.242, 3.800,  9.388
-182.387, 57.115, 3.813,  9.421
-182.384, 56.988, 3.826,  9.454
-182.381, 56.860, 3.838,  9.487
-182.378, 56.732, 3.851,  9.520
-182.374, 56.603, 3.864,  9.553
-182.371, 56.474, 3.877,  9.586
-182.368, 56.344, 3.890,  9.619
-182.365, 56.214, 3.903,  9.652
-182.362, 56.084, 3.916,  9.685
-182.359, 55.953, 3.929,  9.718
-182.356, 55.822, 3.942,  9.751
-182.353, 55.690, 3.954,  9.784
-182.350, 55.558, 3.967,  9.817
-182.347, 55.426, 3.980,  9.850
-182.344, 55.293, 3.993,  9.883
-182.342, 55.159, 4.006,  9.916
-182.339, 55.026, 4.019,  9.949
-182.336, 54.891, 4.032,  9.982
-182.333, 54.757, 4.045, 10.015
-182.330, 54.621, 4.058, 10.048
-182.327, 54.486, 4.071, 10.081
-182.324, 54.350, 4.085, 10.114
-182.321, 54.213, 4.098, 10.147
-182.319, 54.077, 4.111, 10.180
-182.316, 53.939, 4.125, 10.213
-182.313, 53.801, 4.138, 10.246
-182.310, 53.663, 4.152, 10.279
-182.307, 53.524, 4.166, 10.312
-182.305, 53.385, 4.179, 10.345
-182.302, 53.246, 4.193, 10.378
-182.299, 53.105, 4.207, 10.411
-182.296, 52.965, 4.221, 10.444
-182.294, 52.824, 4.235, 10.477
-182.291, 52.682, 4.249, 10.510
-182.288, 52.540, 4.263, 10.543
-182.285, 52.398, 4.277, 10.576
-182.283, 52.255, 4.291, 10.609
-182.280, 52.112, 4.305, 10.642
-182.277, 51.968, 4.319, 10.675
-182.275, 51.824, 4.333, 10.708
-182.272, 51.679, 4.348, 10.741
-182.270, 51.533, 4.362, 10.774
-182.267, 51.388, 4.376, 10.807
-182.264, 51.242, 4.391, 10.840
-182.262, 51.095, 4.405, 10.873
-182.259, 50.948, 4.420, 10.906
-182.257, 50.800, 4.434, 10.939
-182.254, 50.652, 4.449, 10.972
-182.251, 50.503, 4.464, 11.005
-182.249, 50.354, 4.478, 11.038
-182.246, 50.204, 4.493, 11.071
-182.244, 50.054, 4.508, 11.104
-182.241, 49.904, 4.523, 11.137
-182.239, 49.752, 4.538, 11.170
-182.236, 49.601, 4.553, 11.203
-182.234, 49.449, 4.568, 11.236
-182.231, 49.296, 4.583, 11.269
-182.229, 49.143, 4.598, 11.302
-182.226, 48.989, 4.613, 11.335
-182.224, 48.835, 4.628, 11.368
-182.221, 48.681, 4.644, 11.401
-182.219, 48.525, 4.659, 11.434
-182.216, 48.370, 4.675, 11.467
-182.214, 48.214, 4.690, 11.500
-182.212, 48.057, 4.705, 11.533
-182.209, 47.900, 4.721, 11.566
-182.207, 47.742, 4.737, 11.599
-182.204, 47.584, 4.752, 11.632
-182.202, 47.425, 4.768, 11.665
-182.200, 47.266, 4.784, 11.698
-182.197, 47.106, 4.800, 11.731
-182.195, 46.945, 4.816, 11.764
-182.192, 46.784, 4.831, 11.797
-182.190, 46.623, 4.847, 11.830
-182.188, 46.461, 4.863, 11.863
-182.185, 46.298, 4.879, 11.896
-182.183, 46.135, 4.896, 11.929
-182.181, 45.972, 4.912, 11.962
-182.178, 45.808, 4.928, 11.995
-182.176, 45.643, 4.944, 12.028
-182.174, 45.478, 4.961, 12.061
-182.172, 45.312, 4.977, 12.094
-182.169, 45.146, 4.994, 12.127
-182.167, 44.979, 5.010, 12.160
-182.165, 44.812, 5.027, 12.193
-182.162, 44.644, 5.044, 12.226
-182.160, 44.475, 5.060, 12.259
-182.158, 44.306, 5.077, 12.292
-182.156, 44.136, 5.094, 12.325
-182.153, 43.966, 5.110, 12.358
-182.151, 43.796, 5.117, 12.391
-182.149, 43.626, 5.103, 12.424
-182.147, 43.456, 5.086, 12.457
-182.145, 43.287, 5.073, 12.490
-182.143, 43.119, 5.066, 12.523
-182.140, 42.950, 5.065, 12.556
-182.138, 42.781, 5.069, 12.589
-182.136, 42.612, 5.079, 12.622
-182.134, 42.442, 5.096, 12.655
-182.132, 42.272, 5.118, 12.688
-182.130, 42.100, 5.145, 12.721
-182.128, 41.928, 5.178, 12.754
-182.125, 41.754, 5.215, 12.787
-182.123, 41.579, 5.255, 12.820
-182.121, 41.402, 5.299, 12.853
-182.119, 41.224, 5.343, 12.886
-182.117, 41.045, 5.388, 12.919
-182.115, 40.864, 5.433, 12.952
-182.113, 40.682, 5.475, 12.985
-182.110, 40.498, 5.515, 13.018
-182.108, 40.313, 5.551, 13.051
-182.106, 40.128, 5.582, 13.084
-182.104, 39.941, 5.610, 13.117
-182.102, 39.753, 5.633, 13.150
-182.100, 39.565, 5.651, 13.183
-182.098, 39.377, 5.666, 13.216
-182.095, 39.188, 5.677, 13.249
-182.093, 38.998, 5.686, 13.282
-182.091, 38.809, 5.692, 13.315
-182.089, 38.619, 5.697, 13.348
-182.087, 38.430, 5.701, 13.381
-182.085, 38.240, 5.705, 13.414
-182.083, 38.050, 5.710, 13.447
-182.081, 37.859, 5.715, 13.480
-182.079, 37.669, 5.722, 13.513
-182.077, 37.478, 5.731, 13.546
-182.075, 37.287, 5.742, 13.579
-182.073, 37.095, 5.755, 13.612
-182.071, 36.903, 5.770, 13.645
-182.069, 36.710, 5.788, 13.678
-182.067, 36.517, 5.808, 13.711
-182.065, 36.322, 5.830, 13.744
-182.063, 36.128, 5.854, 13.777
-182.061, 35.932, 5.880, 13.810
-182.059, 35.735, 5.907, 13.843
-182.057, 35.537, 5.935, 13.876
-182.055, 35.339, 5.963, 13.909
-182.053, 35.139, 5.992, 13.942
-182.051, 34.939, 6.020, 13.975
-182.049, 34.737, 6.048, 14.008
-182.047, 34.535, 6.076, 14.041
-182.045, 34.332, 6.101, 14.074
-182.043, 34.128, 6.126, 14.107
-182.041, 33.923, 6.149, 14.140
-182.039, 33.718, 6.171, 14.173
-182.037, 33.512, 6.192, 14.206
-182.035, 33.305, 6.211, 14.239
-182.033, 33.098, 6.229, 14.272
-182.031, 32.890, 6.246, 14.305
-182.029, 32.681, 6.263, 14.338
-182.027, 32.472, 6.279, 14.371
-182.025, 32.262, 6.295, 14.404
-182.023, 32.052, 6.311, 14.437
-182.021, 31.842, 6.327, 14.470
-182.019, 31.630, 6.343, 14.503
-182.017, 31.419, 6.361, 14.536
-182.015, 31.206, 6.379, 14.569
-182.013, 30.993, 6.397, 14.602
-182.011, 30.780, 6.417, 14.635
-182.010, 30.565, 6.437, 14.668
-182.008, 30.350, 6.458, 14.701
-182.006, 30.134, 6.481, 14.734
-182.004, 29.918, 6.503, 14.767
-182.002, 29.701, 6.527, 14.800
-182.000, 29.482, 6.551, 14.833
-181.998, 29.264, 6.576, 14.866
-181.996, 29.044, 6.601, 14.899
-181.994, 28.823, 6.626, 14.932
-181.992, 28.602, 6.651, 14.965
-181.990, 28.379, 6.676, 14.998
-181.989, 28.156, 6.700, 15.031
-181.987, 27.932, 6.724, 15.064
-181.985, 27.708, 6.748, 15.097
-181.983, 27.482, 6.771, 15.130
-181.981, 27.256, 6.793, 15.163
-181.979, 27.029, 6.815, 15.196
-181.977, 26.802, 6.836, 15.229
-181.975, 26.573, 6.857, 15.262
-181.973, 26.344, 6.877, 15.295
-181.971, 26.115, 6.898, 15.328
-181.969, 25.884, 6.918, 15.361
-181.968, 25.653, 6.938, 15.394
-181.966, 25.421, 6.959, 15.427
-181.964, 25.189, 6.980, 15.460
-181.962, 24.956, 7.001, 15.493
-181.960, 24.722, 7.023, 15.526
-181.958, 24.487, 7.045, 15.559
-181.956, 24.252, 7.068, 15.592
-181.954, 24.016, 7.091, 15.625
-181.953, 23.779, 7.115, 15.658
-181.951, 23.541, 7.139, 15.691
-181.949, 23.303, 7.163, 15.724
-181.947, 23.063, 7.188, 15.757
-181.945, 22.823, 7.213, 15.790
-181.943, 22.582, 7.238, 15.823
-181.941, 22.340, 7.263, 15.856
-181.939, 22.098, 7.288, 15.889
-181.938, 21.854, 7.313, 15.922
-181.936, 21.610, 7.338, 15.955
-181.934, 21.364, 7.363, 15.988
-181.932, 21.118, 7.388, 16.021
-181.930, 20.872, 7.413, 16.054
-181.928, 20.624, 7.438, 16.087
-181.926, 20.375, 7.462, 16.120
-181.924, 20.126, 7.486, 16.153
-181.923, 19.876, 7.511, 16.186
-181.921, 19.625, 7.535, 16.219
-181.919, 19.373, 7.559, 16.252
-181.917, 19.121, 7.583, 16.285
-181.915, 18.867, 7.607, 16.318
-181.913, 18.613, 7.632, 16.351
-181.911, 18.358, 7.656, 16.384
-181.909, 18.102, 7.680, 16.417
-181.908, 17.846, 7.705, 16.450
-181.906, 17.588, 7.729, 16.483
-181.904, 17.330, 7.754, 16.516
-181.902, 17.071, 7.779, 16.549
-181.900, 16.811, 7.804, 16.582
-181.898, 16.550, 7.830, 16.615
-181.896, 16.289, 7.855, 16.648
-181.895, 16.026, 7.881, 16.681
-181.893, 15.763, 7.907, 16.714
-181.891, 15.499, 7.933, 16.747
-181.889, 15.233, 7.960, 16.780
-181.887, 14.967, 7.986, 16.813
-181.885, 14.701, 8.013, 16.846
-181.883, 14.433, 8.040, 16.879
-181.881, 14.164, 8.067, 16.912
-181.879, 13.895, 8.094, 16.945
-181.878, 13.624, 8.121, 16.978
-181.876, 13.353, 8.148, 17.011
-181.874, 13.080, 8.175, 17.044
-181.872, 12.807, 8.203, 17.077
-181.870, 12.533, 8.230, 17.110
-181.868, 12.258, 8.258, 17.143
-181.866, 11.982, 8.285, 17.176
-181.864, 11.705, 8.313, 17.209
-181.862, 11.427, 8.340, 17.242
-181.860, 11.149, 8.368, 17.275
-181.858, 10.869, 8.395, 17.308
-181.856, 10.589, 8.423, 17.341
-181.855, 10.307, 8.451, 17.374
-181.853, 10.025, 8.479, 17.407
-181.851, 9.741, 8.507, 17.440
-181.849, 9.457, 8.535, 17.473
-181.847, 9.172, 8.563, 17.506
-181.845, 8.886, 8.591, 17.539
-181.843, 8.599, 8.620, 17.572
-181.841, 8.311, 8.648, 17.605
-181.839, 8.022, 8.677, 17.638
-181.837, 7.732, 8.705, 17.671
-181.835, 7.441, 8.734, 17.704
-181.833, 7.149, 8.763, 17.737
-181.831, 6.856, 8.792, 17.770
-181.829, 6.562, 8.821, 17.803
-181.827, 6.268, 8.850, 17.836
-181.825, 5.972, 8.879, 17.869
-181.823, 5.675, 8.908, 17.902
-181.822, 5.377, 8.938, 17.935
-181.820, 5.079, 8.968, 17.968
-181.818, 4.779, 8.997, 18.001
-181.816, 4.478, 9.027, 18.034
-181.814, 4.177, 9.057, 18.067
-181.812, 3.874, 9.087, 18.100
-181.810, 3.570, 9.117, 18.133
-181.808, 3.266, 9.147, 18.166
-181.806, 2.960, 9.177, 18.199
-181.804, 2.653, 9.208, 18.232
-181.802, 2.346, 9.238, 18.265
-181.800, 2.037, 9.269, 18.298
-181.798, 1.727, 9.300, 18.331
-181.796, 1.417, 9.330, 18.364
-181.793, 1.105, 9.361, 18.397
-181.791, 0.792, 9.392, 18.430
-181.789, 0.478, 9.423, 18.463
-181.787, 0.163, 9.454, 18.496
-181.785, -0.153, 9.486, 18.529
-181.783, -0.470, 9.517, 18.562
-181.781, -0.788, 9.548, 18.595
-181.779, -1.107, 9.580, 18.628
-181.777, -1.427, 9.612, 18.661
-181.775, -1.748, 9.643, 18.694
-181.773, -2.070, 9.675, 18.727
-181.771, -2.394, 9.707, 18.760
-181.769, -2.718, 9.739, 18.793
-181.767, -3.043, 9.771, 18.826
-181.765, -3.370, 9.804, 18.859
-181.763, -3.698, 9.836, 18.892
-181.760, -4.026, 9.869, 18.925
-181.758, -4.356, 9.901, 18.958
-181.756, -4.687, 9.934, 18.991
-181.754, -5.019, 9.967, 19.024
-181.752, -5.352, 9.999, 19.057
-181.750, -5.686, 10.032, 19.090
-181.748, -6.021, 10.066, 19.123
-181.746, -6.358, 10.099, 19.156
-181.743, -6.695, 10.132, 19.189
-181.741, -7.034, 10.166, 19.222
-181.739, -7.373, 10.199, 19.255
-181.737, -7.714, 10.233, 19.288
-181.735, -8.056, 10.267, 19.321
-181.733, -8.399, 10.300, 19.354
-181.730, -8.743, 10.334, 19.387
-181.728, -9.089, 10.369, 19.420
-181.726, -9.435, 10.403, 19.453
-181.724, -9.783, 10.437, 19.486
-181.722, -10.132, 10.472, 19.519
-181.719, -10.482, 10.506, 19.552
-181.717, -10.833, 10.541, 19.585
-181.715, -11.185, 10.576, 19.618
-181.713, -11.538, 10.610, 19.651
-181.711, -11.893, 10.645, 19.684
-181.708, -12.249, 10.681, 19.717
-181.706, -12.606, 10.716, 19.750
-181.704, -12.964, 10.751, 19.783
-181.701, -13.323, 10.787, 19.816
-181.699, -13.683, 10.822, 19.849
-181.697, -14.045, 10.858, 19.882
-181.695, -14.408, 10.894, 19.915
-181.692, -14.772, 10.929, 19.948
-181.690, -15.137, 10.965, 19.981
-181.688, -15.503, 11.002, 20.014
-181.685, -15.871, 11.038, 20.047
-181.683, -16.240, 11.074, 20.080
-181.681, -16.610, 11.111, 20.113
-181.678, -16.981, 11.147, 20.146
-181.676, -17.354, 11.184, 20.179
-181.674, -17.728, 11.221, 20.212
-181.671, -18.102, 11.258, 20.245
-181.669, -18.479, 11.295, 20.278
-181.666, -18.856, 11.332, 20.311
-181.664, -19.235, 11.369, 20.344
-181.662, -19.615, 11.407, 20.377
-181.659, -19.996, 11.444, 20.410
-181.657, -20.378, 11.482, 20.443
-181.654, -20.762, 11.520, 20.476
-181.652, -21.147, 11.558, 20.509
-181.649, -21.533, 11.596, 20.542
-181.647, -21.921, 11.635, 20.575
-181.644, -22.310, 11.674, 20.608
-181.642, -22.700, 11.713, 20.641
-181.639, -23.091, 11.752, 20.674
-181.637, -23.484, 11.791, 20.707
-181.634, -23.878, 11.831, 20.740
-181.632, -24.273, 11.870, 20.773
-181.629, -24.670, 11.910, 20.806
-181.627, -25.068, 11.950, 20.839
-181.624, -25.467, 11.990, 20.872
-181.622, -25.868, 12.031, 20.905
-181.619, -26.270, 12.071, 20.938
-181.616, -26.673, 12.112, 20.971
-181.614, -27.078, 12.153, 21.004
-181.611, -27.484, 12.194, 21.037
-181.609, -27.892, 12.235, 21.070
-181.606, -28.301, 12.276, 21.103
-181.603, -28.711, 12.318, 21.136
-181.601, -29.123, 12.359, 21.169
-181.598, -29.536, 12.401, 21.202
-181.595, -29.950, 12.443, 21.235
-181.593, -30.366, 12.484, 21.268
-181.590, -30.783, 12.526, 21.301
-181.587, -31.202, 12.568, 21.334
-181.585, -31.622, 12.610, 21.367
-181.582, -32.043, 12.653, 21.400
-181.579, -32.466, 12.695, 21.433
-181.576, -32.890, 12.737, 21.466
-181.573, -33.316, 12.780, 21.499
-181.571, -33.743, 12.823, 21.532
-181.568, -34.171, 12.865, 21.565
-181.565, -34.601, 12.908, 21.598
-181.562, -35.033, 12.951, 21.631
-181.559, -35.465, 12.994, 21.664
-181.557, -35.900, 13.037, 21.697
-181.554, -36.335, 13.081, 21.730
-181.551, -36.772, 13.124, 21.763
-181.548, -37.211, 13.168, 21.796
-181.545, -37.651, 13.211, 21.829
-181.542, -38.093, 13.255, 21.862
-181.539, -38.535, 13.299, 21.895
-181.536, -38.980, 13.343, 21.928
-181.533, -39.426, 13.387, 21.961
-181.530, -39.873, 13.431, 21.994
-181.527, -40.322, 13.476, 22.027
-181.524, -40.772, 13.520, 22.060
-181.521, -41.224, 13.565, 22.093
-181.518, -41.677, 13.610, 22.126
-181.515, -42.132, 13.655, 22.159
-181.512, -42.588, 13.700, 22.192
-181.509, -43.046, 13.745, 22.225
-181.506, -43.506, 13.791, 22.258
-181.503, -43.966, 13.836, 22.291
-181.500, -44.429, 13.882, 22.324
-181.497, -44.893, 13.928, 22.357
-181.494, -45.358, 13.974, 22.390
-181.491, -45.825, 14.020, 22.423
-181.487, -46.294, 14.067, 22.456
-181.484, -46.764, 14.113, 22.489
-181.481, -47.235, 14.160, 22.522
-181.478, -47.709, 14.207, 22.555
-181.474, -48.183, 14.254, 22.588
-181.471, -48.660, 14.301, 22.621
-181.468, -49.137, 14.348, 22.654
-181.465, -49.617, 14.396, 22.687
-181.461, -50.098, 14.443, 22.720
-181.458, -50.581, 14.491, 22.753
-181.455, -51.065, 14.539, 22.786
-181.451, -51.551, 14.587, 22.819
-181.448, -52.038, 14.635, 22.852
-181.445, -52.527, 14.684, 22.885
-181.441, -53.018, 14.732, 22.918
-181.438, -53.510, 14.781, 22.951
-181.434, -54.004, 14.830, 22.984
-181.431, -54.500, 14.879, 23.017
